SKU,CategoryCode,SKUStatus,SupplierNumber
8098675,330,Active,768
8098691,330,Active,768
8099053,700,Active,2017
8099061,320,Discontinued,2017
8099079,700,Active,2017
8099087,700,Active,2017
8099095,700,Active,2017
8099152,380,Discontinued,828
8099160,380,Active,828
8099442,330,Active,3023
8099467,200,Discontinued,2745
8099525,700,Pre Active,3276
8099541,360,Active,95
8099558,360,Active,95
8099640,700,Discontinued,3276
8099673,330,Active,39436
8099715,700,Pre Active,2087
8099731,700,Pre Active,2087
8099814,400,Discontinued,1703
8099822,400,Discontinued,1703
8099855,400,Discontinued,1703
8099889,400,Discontinued,1703
8099897,400,Discontinued,1703
8099905,400,Discontinued,1703
8100034,400,Discontinued,1703
8100117,330,Discontinued,768
8100174,400,Discontinued,1703
8100273,400,Discontinued,1703
8100703,700,Discontinued,3276
8100737,700,Pre Active,2087
8101354,360,Active,16940
8101396,700,Discontinued,3452
8101933,400,Discontinued,1703
8101974,700,Pre Active,2087
8102048,340,Active,51726
8102238,200,Discontinued,2745
8102568,460,Active,52070
8102949,350,Active,3801
8103178,360,Active,1206
8103228,360,Discontinued,2044
8103285,700,Pre Active,15851
8103442,700,Pre Active,4297
8103491,310,Discontinued,52070
8103566,310,Active,52070
8103574,310,Active,52070
8103582,360,Discontinued,52070
8103590,460,Active,52070
8103608,310,Active,52070
8103624,360,Active,52070
8103863,700,Discontinued,3276
8103921,360,Discontinued,52070
8103939,380,Discontinued,52070
8103947,380,Active,52070
8103988,360,Active,52070
8104028,360,Active,52070
8104036,360,Active,52070
8104077,360,Discontinued,52070
8104119,360,Active,52070
8104127,360,Active,52070
8104135,410,Active,52070
8104184,400,Active,52070
8104218,310,Active,52070
8104226,310,Active,52070
8104259,310,Active,52070
8104283,380,Discontinued,52070
8104358,370,Discontinued,1971
8104408,330,Active,16934
8104416,360,Active,16934
8104424,360,Active,16934
8104663,360,Active,16934
8104705,360,Discontinued,16934
8104796,700,Pre Active,2082
8104903,330,Active,88111
8104911,330,Seasonal,88111
8104929,410,Discontinued,88111
8104945,360,Active,88111
8104952,360,Active,88111
8104960,360,Active,88111
8104978,360,Active,88111
8105033,410,Active,88111
8105041,380,Active,88111
8105058,380,Active,88111
8105223,360,Active,16940
8105256,360,Active,16940
8105272,360,Active,16940
8105470,320,Active,52070
8105496,350,Active,52070
8105520,310,Active,37328
8105538,700,Pre Active,2087
8105579,700,Pre Active,2087
8105678,200,Discontinued,2745
8105769,400,Active,16940
8105801,340,Active,1977
8105827,440,Active,52070
8105835,350,Discontinued,51726
8105850,330,Discontinued,51726
8105868,360,Active,51726
8105876,360,Active,51726
8105892,340,Discontinued,2728
8106023,330,Active,51726
8106049,330,Discontinued,51726
8106064,400,Active,51726
8106221,370,Active,32025
8106254,370,Active,32025
8106288,370,Active,32025
8106312,370,Active,32025
8106411,200,Discontinued,2745
8106445,370,Active,5201
8106452,370,Active,5201
8106502,200,Discontinued,2745
8106783,330,Seasonal,51726
8107120,430,Discontinued,88111
8107179,370,Discontinued,1297
8107211,370,Discontinued,1297
8107237,370,Pre Active,1297
8107245,370,Discontinued,1297
8107294,370,Discontinued,1297
8107328,370,Discontinued,1297
8107336,370,Pre Active,1297
8107351,370,Discontinued,1297
8107369,370,Discontinued,1297
8107377,700,Discontinued,2087
8107385,370,Discontinued,1297
8107393,370,Discontinued,1297
8107419,370,Discontinued,1297
8107427,370,Discontinued,1297
8107443,370,Discontinued,1297
8107591,700,Discontinued,2191
8107617,700,Discontinued,2191
8107633,700,Pre Active,5452
8107658,370,Discontinued,11661
8107674,330,Active,51726
8107682,310,Discontinued,85243
8107708,310,Active,85243
8107724,310,Active,85243
8107740,310,Active,85243
8107799,370,Active,1771
8107849,310,Active,2387
8107914,310,Active,2387
8107922,310,Active,2387
8107971,700,Discontinued,2191
8107989,700,Discontinued,2191
8108102,700,Pre Active,3078
8108128,700,Pre Active,3078
8108136,700,Pre Active,3078
8108250,330,Active,2634
8108268,330,Active,2634
8108524,330,Active,2584
8108847,320,Active,85243
8108938,700,Pre Active,2082
8109068,380,Seasonal,3130
8109126,380,Seasonal,3130
8109134,380,Active,3130
8109142,380,Seasonal,3130
8109357,380,Active,16934
8109464,700,Discontinued,3276
8109753,370,Pre Active,32025
8109761,370,Active,5201
8109829,380,Active,16934
8109928,370,Discontinued,562
8109951,700,Pre Active,50282
8110009,380,Active,828
8110017,380,Discontinued,828
8110504,700,Pre Active,828
8110728,370,Discontinued,5446
8110751,370,Discontinued,1678
8110827,200,Discontinued,2745
8110892,200,Discontinued,2745
8110959,200,Discontinued,2745
8111031,200,Discontinued,2745
8111122,200,Discontinued,2745
8111163,330,Discontinued,1529
8111221,350,Discontinued,3141
8111320,360,Active,95
8111338,360,Active,95
8111437,460,Active,88111
8111478,360,Discontinued,95
8111601,200,Discontinued,90000
8111676,200,Discontinued,2745
8111809,700,Pre Active,2158
8111890,400,Active,16940
8111916,360,Discontinued,95
8111924,360,Active,95
8111932,360,Active,95
8111957,360,Active,95
8111965,360,Active,95
8111981,360,Pre Active,95
8112211,400,Active,16940
8112237,400,Discontinued,16940
8112245,200,Discontinued,2745
8112377,400,Active,16940
8112427,360,Discontinued,16940
8112435,360,Active,16940
8112443,200,Discontinued,2745
8112526,200,Discontinued,2745
8112559,330,Active,2634
8112567,330,Active,2634
8112575,310,Active,88111
8112625,700,Pre Active,2158
8112633,700,Pre Active,2158
8112641,700,Pre Active,2086
8112658,700,Pre Active,2086
8112682,370,Active,32025
8113037,350,Active,95
8113045,350,Active,95
8113060,380,Active,16940
8113086,380,Active,1692
8113094,390,Active,95
8113144,380,Active,1692
8113151,380,Active,1692
8113169,380,Active,1692
8113276,350,Active,51726
8113326,350,Active,51726
8113557,200,Discontinued,2745
8113615,370,Active,52070
8113623,460,Active,88111
8113722,380,Discontinued,51726
8113748,200,Discontinued,2745
8113888,360,Active,2947
8113946,360,Active,2947
8114118,330,Active,30411
8114126,330,Active,30411
8114134,330,Active,30411
8114142,330,Active,30411
8114480,200,Discontinued,2745
8114829,370,Active,5446
8114936,310,Active,52070
8114944,310,Active,52070
8115180,700,Pre Active,2087
8115230,340,Discontinued,51726
8115248,380,Active,1692
8115321,200,Discontinued,2745
8115941,200,Discontinued,90000
8116279,700,Discontinued,52070
8116329,380,Active,95
8116550,340,Active,1977
8116600,340,Discontinued,1977
8116626,340,Active,1977
8116642,340,Active,1977
8116667,340,Discontinued,1977
8116675,340,Active,1977
8116683,340,Active,1977
8116691,340,Discontinued,1977
8116717,340,Active,1977
8116733,380,Active,2834
8116741,380,Active,2834
8116758,380,Active,2834
8116766,380,Discontinued,2834
8116774,380,Discontinued,2834
8116782,380,Discontinued,2834
8116808,400,Active,16934
8116816,330,Active,50716
8116832,330,Active,50716
8116840,330,Active,50716
8116857,330,Discontinued,50716
8116865,330,Discontinued,50716
8116881,460,Active,88111
8116899,460,Active,88111
8116949,340,Active,1977
8116956,340,Active,1977
8117079,700,Pre Active,2087
8117509,320,Active,2847
8117558,320,Active,2847
8117574,320,Active,2847
8117582,320,Active,2847
8117657,200,Discontinued,2745
8117814,380,Active,51726
8117830,380,Active,51726
8117848,380,Active,51726
8118234,410,Active,931
8118416,340,Active,1977
8118424,340,Active,1977
8118432,340,Active,1977
8118440,340,Active,1977
8118457,340,Active,1977
8118465,340,Active,1977
8118473,340,Active,1977
8118481,340,Active,1977
8118499,340,Active,1977
8118507,340,Active,1977
8118515,340,Active,1977
8118523,340,Active,1977
8118531,340,Active,1977
8118549,340,Active,1977
8118556,340,Active,1977
8118564,340,Active,1977
8118572,340,Active,1977
8118598,340,Active,1977
8118606,340,Active,1977
8118648,200,Active,30824
8118697,200,Active,30824
8118846,340,Active,1977
8118853,340,Discontinued,1977
8118879,340,Discontinued,726
8118887,340,Discontinued,726
8118895,340,Discontinued,726
8118911,340,Discontinued,1977
8119315,340,Discontinued,726
8119323,700,Pre Active,4297
8119364,460,Active,1114
8119372,460,Active,1114
8119406,360,Discontinued,1114
8119422,360,Discontinued,1114
8119430,460,Active,1114
8119448,460,Discontinued,1114
8119455,460,Discontinued,1114
8119471,460,Pre Active,1114
8119497,460,Active,1114
8119505,310,Active,39436
8119612,410,Active,52070
8119620,410,Active,52070
8119638,410,Active,52070
8119646,410,Active,52070
8119653,410,Active,52070
8119661,310,Active,52070
8119679,310,Active,52070
8119687,310,Pre Active,52070
8119695,310,Pre Active,52070
8119729,310,Discontinued,3249
8119745,200,Discontinued,2745
8119794,360,Active,95
8119802,360,Active,95
8119836,380,Discontinued,95
8119844,370,Discontinued,2569
8119950,380,Active,95
8120032,370,Active,32025
8120206,370,Active,32025
8120214,370,Active,32025
8120263,370,Active,32025
8120289,370,Active,32025
8120297,370,Active,32025
8120545,360,Active,1206
8120594,360,Active,1206
8120610,370,Discontinued,37145
8120628,370,Active,37145
8120636,370,Active,37145
8120644,370,Discontinued,37145
8120651,370,Active,37145
8120669,370,Discontinued,37145
8120677,370,Active,37145
8120776,370,Discontinued,37145
8120784,370,Discontinued,37145
8120826,370,Discontinued,37145
8120966,200,Pre Active,2745
8120982,330,Discontinued,88111
8120990,330,Discontinued,88111
8121022,330,Active,88111
8121154,400,Active,16940
8121162,400,Active,16940
8121170,400,Active,16940
8121188,400,Active,16940
8121196,360,Discontinued,16940
8121295,200,Discontinued,2745
8121329,700,Pre Active,3266
8121337,400,Active,16940
8121345,400,Active,16940
8121352,400,Active,16940
8121360,400,Active,16940
8121378,700,Pre Active,3266
8121527,400,Active,16940
8121550,340,Active,1977
8121576,360,Active,16934
8121642,360,Active,16934
8121659,360,Active,16934
8121733,320,Discontinued,52070
8121774,200,Discontinued,2745
8121824,200,Discontinued,2745
8121899,330,Active,88111
8121980,360,Discontinued,52070
8122012,360,Active,52070
8122020,360,Active,52070
8122038,360,Active,52070
8122046,360,Active,52070
8122053,360,Active,52070
8122061,360,Active,52070
8122079,360,Active,52070
8122178,310,Active,52070
8122186,310,Active,52070
8122194,310,Active,52070
8122202,310,Active,52070
8122210,310,Pre Active,52070
8122228,310,Pre Active,52070
8122236,320,Active,52070
8122350,200,Discontinued,2745
8122467,700,Pre Active,5452
8122525,200,Discontinued,2745
8122582,200,Discontinued,2745
8122624,200,Discontinued,2745
8122640,200,Discontinued,2745
8122764,200,Discontinued,2745
8122848,200,Discontinued,2745
8123051,450,Discontinued,2017
8123176,370,Discontinued,16934
8123259,390,Active,95
8123697,360,Active,16934
8123713,380,Active,16934
8123721,410,Active,16934
8123853,380,Active,16940
8123861,380,Active,16940
8123895,330,Seasonal,1141
8123929,460,Discontinued,51726
8123978,370,Pre Active,3289
8124109,200,Discontinued,2745
8124315,340,Active,437
8124422,360,Discontinued,16934
8124497,700,Pre Active,2087
8124646,200,Discontinued,2745
8124786,360,Active,16940
8124794,700,Pre Active,2087
8124810,700,Pre Active,2087
8124828,700,Pre Active,2087
8125056,410,Discontinued,1246
8125106,200,Discontinued,2745
8125155,390,Discontinued,4551
8125262,400,Active,16940
8125270,400,Discontinued,16940
8125288,400,Active,16940
8125577,400,Discontinued,16940
8125734,400,Discontinued,16940
8125791,340,Active,3267
8125817,340,Active,3267
8125825,340,Active,3267
8125833,340,Active,45299
8125841,340,Active,3267
8125858,340,Active,3267
8125866,340,Active,3267
8125874,400,Active,16940
8125882,340,Active,3267
8125908,400,Active,16940
8125916,340,Active,3267
8125924,340,Active,3267
8125932,400,Active,16940
8125940,340,Active,3267
8125957,400,Active,16940
8125965,400,Active,16940
8125999,700,Pre Active,5452
8126005,340,Active,3267
8126013,340,Active,3267
8126047,310,Active,52070
8126088,370,Active,30825
8126096,370,Discontinued,30825
8126104,200,Discontinued,2745
8126112,200,Discontinued,2745
8126187,360,Active,52070
8126336,200,Discontinued,2745
8126518,400,Discontinued,16940
8126849,200,Discontinued,2745
8127003,460,Active,3336
8127011,460,Discontinued,3336
8127029,460,Active,3336
8127268,330,Discontinued,3293
8127276,330,Pre Active,95
8127284,330,Pre Active,95
8127300,380,Active,95
8127326,380,Active,95
8127375,700,Pre Active,2087
8127649,380,Active,95
8127763,380,Active,51726
8127821,330,Active,51726
8127839,200,Discontinued,2745
8127862,200,Discontinued,2745
8127987,340,Active,2017
8127995,340,Active,2017
8128126,700,Discontinued,2087
8128134,330,Active,16934
8128142,330,Active,16934
8128159,330,Active,16934
8128167,330,Active,321
8128241,380,Discontinued,95
8128266,360,Active,95
8128308,310,Active,1769
8128316,310,Active,1769
8128324,310,Discontinued,1769
8128522,330,Active,95
8128787,200,Pre Active,2745
8128894,200,Discontinued,2745
8129363,330,Active,51726
8129447,340,Active,52070
8129454,340,Active,52070
8129462,340,Active,52070
8129470,340,Active,52070
8129496,340,Active,52070
8129512,340,Active,52070
8129520,700,Discontinued,3276
8129553,440,Active,2953
8129678,200,Discontinued,2745
8129686,700,Pre Active,11661
8129769,200,Discontinued,2745
8130031,380,Discontinued,3229
8130130,200,Discontinued,2745
8130205,700,Discontinued,5452
8130239,400,Active,51726
8130270,370,Discontinued,1208
8130361,200,Discontinued,2745
8130536,330,Discontinued,52070
8130577,700,Discontinued,3276
8130593,700,Pre Active,2087
8130874,700,Pre Active,2087
8130890,700,Pre Active,2087
8130932,200,Discontinued,2745
8131120,700,Discontinued,3276
8131153,700,Pre Active,2088
8131179,330,Active,2584
8131229,360,Active,16934
8131245,360,Discontinued,16940
8131286,360,Discontinued,16940
8131294,360,Discontinued,16940
8131328,360,Discontinued,16940
8131351,320,Discontinued,2017
8131377,320,Discontinued,2017
8131401,360,Active,51726
8131427,360,Discontinued,51726
8131435,410,Active,52070
8131443,410,Active,52070
8131450,410,Active,52070
8131468,410,Active,52070
8131484,410,Active,52070
8131492,410,Active,52070
8131500,410,Active,52070
8131518,410,Active,52070
8131559,410,Active,52070
8131567,410,Active,52070
8131575,410,Active,52070
8131583,410,Active,52070
8131591,410,Active,52070
8131609,410,Active,52070
8131617,410,Active,52070
8131633,410,Active,52070
8131658,410,Active,52070
8131666,410,Active,52070
8131674,410,Active,52070
8131773,330,Active,88111
8131781,340,Active,51726
8131799,340,Active,51726
8131880,380,Active,16940
8132037,380,Active,16940
8132045,380,Active,16940
8132185,460,Discontinued,3389
8132193,460,Discontinued,3389
8132250,460,Active,3452
8132268,460,Active,3452
8132276,460,Active,3452
8132284,460,Active,3452
8132292,460,Active,3452
8132300,460,Active,3452
8132318,460,Active,3452
8132326,460,Active,3452
8132334,460,Active,3452
8132342,460,Active,3452
8132441,700,Discontinued,2087
8132458,700,Discontinued,2082
8132508,700,Discontinued,3276
8132557,700,Discontinued,3276
8132680,200,Discontinued,2745
8133043,320,Active,88111
8133050,360,Discontinued,16940
8133068,360,Active,16934
8133076,380,Active,16940
8133084,380,Active,16940
8133100,360,Discontinued,16940
8133118,360,Discontinued,16940
8133134,320,Active,32025
8133142,320,Active,32025
8133159,320,Active,32025
8133167,320,Active,32025
8133175,320,Active,32025
8133183,320,Active,32025
8133332,700,Pre Active,5452
8133399,200,Discontinued,2745
8133407,370,Pre Active,32025
8133464,370,Active,32025
8133480,400,Discontinued,16940
8133506,370,Active,32025
8133548,400,Discontinued,16940
8133555,400,Discontinued,16940
8133563,400,Discontinued,16940
8133589,400,Discontinued,16940
8133597,700,Discontinued,2087
8133605,400,Discontinued,16940
8133613,400,Discontinued,16940
8133621,400,Discontinued,16940
8133639,330,Active,3244
8133647,370,Discontinued,32025
8133670,370,Discontinued,32025
8133688,370,Discontinued,32025
8133704,370,Discontinued,32025
8133738,370,Discontinued,32025
8133746,370,Discontinued,32025
8133753,370,Discontinued,32025
8133761,370,Discontinued,32025
8133779,370,Discontinued,32025
8133787,370,Discontinued,32025
8133795,370,Discontinued,32025
8133811,370,Active,32025
8133829,400,Discontinued,16940
8133837,400,Discontinued,16940
8133845,400,Discontinued,16940
8133852,400,Discontinued,16940
8133860,330,Active,88111
8133910,330,Active,88111
8133928,330,Active,77135
8133936,380,Active,437
8134090,340,Active,1862
8134108,340,Active,1862
8134207,460,Active,16940
8134231,460,Active,16940
8134306,700,Pre Active,3266
8134330,700,Pre Active,3266
8134413,200,Discontinued,2745
8134504,320,Discontinued,66673
8134538,320,Discontinued,66673
8134553,320,Discontinued,66673
8134603,320,Discontinued,66673
8134652,200,Pre Active,2745
8134744,700,Pre Active,3276
8134868,370,Active,32025
8134876,370,Active,32025
8134884,370,Active,32025
8134900,370,Active,32025
8134926,320,Discontinued,51726
8134975,700,Pre Active,3078
8135006,400,Discontinued,16940
8135014,400,Discontinued,16940
8135022,400,Discontinued,16940
8135030,400,Discontinued,16940
8135188,400,Discontinued,16940
8135196,400,Discontinued,16940
8135204,400,Discontinued,16940
8135212,400,Discontinued,16940
8135303,700,Pre Active,3266
8135386,400,Discontinued,231
8135543,370,Discontinued,3265
8135568,370,Discontinued,3265
8136061,700,Discontinued,3276
8136244,460,Discontinued,51726
8136285,410,Discontinued,52070
8136293,410,Active,52070
8136327,410,Active,52070
8136335,410,Active,52070
8136343,410,Active,52070
8136350,410,Discontinued,52070
8136400,200,Discontinued,2745
8136608,360,Active,16940
8136616,360,Active,16940
8136624,360,Active,16940
8136632,360,Active,16940
8136673,200,Discontinued,2745
8137010,440,Active,95
8137028,340,Active,51726
8137036,340,Active,51726
8137044,340,Active,51726
8137051,340,Active,51726
8137069,340,Active,51726
8137077,340,Active,51726
8137085,340,Active,51726
8137093,340,Active,51726
8137101,380,Active,95
8137283,200,Discontinued,2745
8137739,700,Pre Active,2082
8137747,330,Seasonal,16940
8137762,330,Seasonal,88111
8137978,700,Pre Active,2087
8137986,310,Active,1246
8137994,700,Discontinued,3276
8138000,700,Discontinued,3276
8138034,700,Discontinued,3276
8138216,700,Discontinued,24021
8138224,410,Active,52070
8138232,410,Active,52070
8138240,410,Active,52070
8138257,410,Active,52070
8138430,200,Active,30824
8138448,200,Active,30824
8138463,200,Active,30824
8138711,200,Discontinued,2745
8138737,360,Active,16934
8138760,360,Active,16934
8138778,360,Active,16934
8138836,410,Active,52070
8138844,410,Active,52070
8138869,320,Active,3287
8138950,340,Pre Active,52070
8139081,320,Active,3287
8139107,320,Active,3287
8139180,360,Active,424
8139271,410,Active,1555
8139289,360,Active,16940
8139396,340,Discontinued,54684
8139446,200,Discontinued,2745
8139552,200,Discontinued,2745
8139628,200,Discontinued,2745
8139644,310,Active,2664
8139651,310,Active,2664
8139685,200,Discontinued,2745
8139727,700,Pre Active,1555
8139867,400,Active,16940
8139917,400,Active,16940
8140030,460,Active,896
8140600,320,Active,51726
8140626,310,Discontinued,51726
8140709,320,Active,52070
8140881,200,Discontinued,2745
8140931,200,Discontinued,2745
8140949,310,Discontinued,51726
8141012,700,Pre Active,2082
8141079,360,Active,66000
8141228,340,Active,5446
8141285,700,Pre Active,81246
8141467,460,Discontinued,3389
8141475,460,Discontinued,3389
8141483,460,Active,3336
8141509,200,Discontinued,2745
8141616,310,Active,39436
8141632,700,Discontinued,5452
8141640,700,Pre Active,2017
8141657,200,Discontinued,2745
8141707,200,Discontinued,2745
8141749,400,Discontinued,16940
8141756,400,Active,16940
8141764,330,Active,88111
8141822,200,Discontinued,2745
8141871,390,Seasonal,3470
8142317,360,Active,52070
8142325,360,Active,52070
8142333,360,Discontinued,52070
8142341,360,Discontinued,52070
8142366,320,Active,2387
8142440,200,Discontinued,2745
8142499,200,Discontinued,2745
8142606,390,Active,3470
8142846,360,Discontinued,16940
8142853,360,Active,16940
8142945,360,Active,16934
8142952,360,Discontinued,16934
8142960,360,Discontinued,16934
8142978,360,Active,51726
8143018,360,Discontinued,51726
8143034,700,Pre Active,3266
8143125,200,Discontinued,2745
8143133,200,Discontinued,2745
8143158,380,Discontinued,2301
8143208,360,Active,88111
8143216,330,Active,2664
8143281,330,Active,3492
8143307,330,Active,88111
8143398,700,Pre Active,4297
8143406,700,Pre Active,4297
8143430,200,Discontinued,2745
8143471,200,Discontinued,2745
8143711,380,Discontinued,1294
8143737,380,Discontinued,1294
8143844,460,Discontinued,4200
8143885,310,Active,37328
8143901,330,Active,88111
8143919,330,Active,88111
8144057,200,Active,30824
8144065,200,Active,30824
8144073,200,Active,30824
8144081,200,Active,30824
8144107,200,Active,30824
8144115,200,Active,30824
8144123,200,Active,30824
8144248,310,Discontinued,51726
8144297,400,Active,51726
8144354,380,Active,3497
8144370,400,Discontinued,52070
8144396,400,Active,52070
8144495,350,Pre Active,51726
8144503,350,Pre Active,51726
8144511,350,Discontinued,51726
8144529,350,Pre Active,51726
8144610,330,Discontinued,2082
8144628,330,Pre Active,2082
8144636,330,Discontinued,88111
8144669,360,Active,88111
8144701,400,Discontinued,52070
8144727,400,Active,52070
8144735,370,Discontinued,63375
8144768,370,Discontinued,63375
8144776,370,Discontinued,63375
8144867,330,Active,36830
8144875,310,Active,88111
8144933,330,Discontinued,88111
8144958,370,Active,88111
8145021,360,Active,16934
8145112,700,Pre Active,88111
8145187,370,Active,32025
8145195,370,Discontinued,32025
8145203,370,Discontinued,1297
8145252,440,Active,1048
8145260,440,Active,1048
8145278,340,Active,11136
8145286,440,Active,1048
8145294,440,Active,1048
8145302,440,Active,1048
8145310,440,Active,1048
8145328,440,Active,1048
8145336,440,Discontinued,1048
8145385,320,Active,51726
8145393,200,Pre Active,2745
8145443,200,Discontinued,2745
8145542,360,Active,51726
8145633,200,Discontinued,2745
8145666,700,Discontinued,3276
8145690,200,Discontinued,2745
8145732,200,Pre Active,2746
8145831,440,Discontinued,1048
8145849,440,Discontinued,1048
8145856,440,Discontinued,1048
8145898,400,Discontinued,16940
8145914,400,Active,16940
8145922,400,Active,16940
8145930,400,Active,16940
8145948,400,Discontinued,16940
8146052,700,Pre Active,3276
8146243,400,Discontinued,16940
8146250,400,Discontinued,16940
8146268,400,Discontinued,16940
8146276,400,Discontinued,16940
8146284,400,Discontinued,16940
8146292,400,Discontinued,16940
8146300,400,Discontinued,16940
8146318,400,Discontinued,16940
8146326,400,Discontinued,16940
8146334,400,Discontinued,16940
8146342,400,Discontinued,16940
8146359,400,Discontinued,16940
8146367,400,Discontinued,16940
8146375,400,Discontinued,16940
8146383,400,Discontinued,16940
8146391,400,Discontinued,16940
8146490,310,Active,552
8146508,310,Active,552
8146607,460,Active,50282
8146631,460,Active,50282
8146672,460,Discontinued,50282
8146698,460,Active,50282
8146722,460,Active,50282
8146946,320,Discontinued,51726
8146953,340,Active,51726
8146979,340,Active,51726
8147043,200,Discontinued,2745
8147050,200,Discontinued,2745
8147092,200,Discontinued,2745
8147118,700,Pre Active,2082
8147167,200,Discontinued,2745
8147225,340,Discontinued,1977
8147266,200,Discontinued,2745
8147290,200,Discontinued,2745
8147423,460,Active,896
8147522,360,Active,1206
8147605,360,Active,904
8147621,320,Discontinued,16940
8147654,320,Discontinued,16940
8147662,320,Discontinued,16940
8147670,320,Discontinued,16940
8147696,320,Discontinued,16940
8147704,400,Discontinued,16940
8147712,400,Discontinued,16940
8147738,400,Discontinued,16940
8147795,340,Pre Active,51726
8147829,700,Pre Active,2087
8147845,700,Pre Active,2082
8147878,700,Pre Active,2082
8147886,700,Pre Active,2082
8147894,700,Pre Active,2082
8147936,200,Discontinued,2745
8148033,200,Discontinued,2745
8148074,340,Discontinued,54824
8148082,340,Discontinued,54824
8148090,340,Discontinued,54824
8148116,340,Discontinued,54824
8148314,200,Discontinued,2745
8148363,200,Discontinued,2745
8148413,360,Discontinued,95
8148421,360,Discontinued,95
8148439,360,Active,95
8148447,360,Active,95
8148454,360,Discontinued,95
8148462,440,Active,72235
8148470,440,Active,72235
8148488,440,Active,72235
8148496,440,Active,72235
8148504,440,Active,72235
8148652,200,Discontinued,2745
8148660,460,Active,50282
8148751,700,Pre Active,2087
8148819,350,Discontinued,3526
8149213,200,Pre Active,2745
8149478,200,Discontinued,2745
8149577,360,Discontinued,50430
8149593,360,Discontinued,50430
8149635,340,Active,99686
8149643,340,Active,99686
8149650,340,Active,99686
8149668,340,Active,99686
8149676,340,Active,99686
8149684,340,Active,99686
8149692,340,Active,99686
8149718,360,Active,16934
8149726,360,Active,16934
8149734,360,Active,16934
8149742,360,Discontinued,16934
8149759,360,Active,16934
8149767,360,Active,16934
8149775,360,Discontinued,16934
8149783,360,Active,16934
8149791,360,Active,16934
8149809,360,Active,16934
8149817,360,Discontinued,16934
8149825,360,Active,16934
8149833,360,Active,16934
8149890,380,Discontinued,927
8149924,700,Pre Active,2082
8150047,370,Active,88111
8150120,360,Active,16940
8150229,330,Active,51726
8150237,200,Discontinued,2745
8150286,360,Active,16934
8150294,360,Active,16934
8150302,200,Discontinued,2745
8150328,310,Active,52070
8150484,200,Discontinued,2745
8150526,360,Discontinued,16934
8150583,330,Active,198
8150658,700,Pre Active,3266
8150674,200,Discontinued,2745
8150716,360,Active,16940
8150765,360,Discontinued,2947
8150773,370,Active,88111
8150781,370,Active,88111
8150815,370,Discontinued,1771
8150823,370,Active,37145
8150930,330,Active,88111
8150948,330,Active,88111
8150955,330,Seasonal,88111
8151078,340,Active,99686
8151342,310,Active,52070
8151359,310,Discontinued,52070
8151557,330,Active,88111
8151656,360,Active,16934
8151797,370,Discontinued,52070
8151805,370,Discontinued,52070
8151813,370,Discontinued,52070
8151839,370,Discontinued,52070
8151847,370,Discontinued,52070
8151862,370,Discontinued,52070
8152043,370,Discontinued,1971
8152159,330,Discontinued,88111
8152431,370,Discontinued,1971
8152647,700,Active,99686
8152886,370,Discontinued,1971
8153405,360,Active,538
8153504,360,Discontinued,538
8153512,330,Active,1515
8153520,360,Discontinued,538
8153538,360,Active,538
8153595,330,Active,1156
8153637,310,Active,1246
8153652,310,Active,52070
8153884,200,Pre Active,2745
8153900,700,Pre Active,828
8153934,200,Discontinued,2745
8153991,340,Discontinued,11136
8154023,360,Active,2664
8154080,330,Active,16934
8154098,330,Active,16934
8154106,330,Active,16934
8154114,330,Active,16934
8154163,340,Active,52070
8154171,340,Active,52070
8154189,340,Active,52070
8154197,340,Active,52070
8154205,340,Active,52070
8154213,340,Active,52070
8154221,340,Active,52070
8154239,340,Active,52070
8154247,340,Active,52070
8154262,340,Active,3560
8154270,340,Active,52070
8154288,340,Active,52070
8154296,340,Active,52070
8154304,340,Active,52070
8154312,340,Active,52070
8154320,340,Active,52070
8154338,340,Active,52070
8154346,340,Active,52070
8154361,340,Active,52070
8154379,340,Active,52070
8154387,340,Active,52070
8154395,340,Active,52070
8154403,340,Active,52070
8154411,340,Active,52070
8154429,340,Active,52070
8154445,340,Active,52070
8154452,340,Active,52070
8154460,340,Active,52070
8154486,340,Active,52070
8154494,340,Active,52070
8154502,340,Active,52070
8154510,330,Active,16934
8154528,330,Active,16934
8154536,330,Active,16934
8154593,370,Discontinued,51120
8154619,370,Discontinued,51120
8154635,700,Pre Active,3078
8154643,700,Pre Active,3078
8154650,200,Discontinued,2745
8154668,700,Pre Active,3078
8154676,700,Pre Active,3078
8154684,700,Pre Active,3078
8154692,700,Pre Active,2087
8154700,460,Active,51726
8154718,460,Active,51726
8154908,400,Discontinued,16940
8155152,400,Discontinued,51726
8155244,360,Active,74
8155293,360,Active,51726
8155327,370,Active,2023
8155335,370,Active,2023
8155343,370,Active,2023
8155426,370,Discontinued,4446
8155459,320,Discontinued,88111
8155467,320,Discontinued,88111
8155491,320,Seasonal,88111
8155525,330,Active,51726
8155582,320,Active,51726
8155616,700,Pre Active,3266
8155665,400,Discontinued,16934
8155749,400,Discontinued,16934
8155756,200,Discontinued,2745
8155780,700,Discontinued,2087
8156309,200,Discontinued,2745
8156606,380,Discontinued,51726
8156614,380,Discontinued,51726
8156648,200,Pre Active,2745
8156655,200,Discontinued,2745
8157299,310,Discontinued,1246
8157307,310,Active,1246
8157323,310,Pre Active,88111
8157349,310,Discontinued,88111
8157364,310,Active,88111
8157489,700,Pre Active,3266
8157513,700,Pre Active,3266
